id,gender,entity_code,person_query_id,approved,current_situation,score_risk,score_nosis,socioeconomic_level,cda,rate,term,min_term,max_amount,birthday,informed,tries,created_at,updated_at
769330,0,011,708700,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:51:37","2022-08-30 18:51:44"
769329,1,011,708699,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,"2022-08-30 18:51:24","2022-08-30 18:52:33"
769328,1,072,708698,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:50:54","2022-08-30 18:51:01"
769327,1,034,708697,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:50:52","2022-08-30 18:50:59"
769326,0,011,708696,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,"2022-08-30 18:50:44","2022-08-30 18:52:38"
769325,1,072,708695,1,2,435,214,C1,Aprobado,1000,4,4,18000.00,1977-08-02,0,1,"2022-08-30 18:50:38","2022-08-30 18:50:46"
769324,1,011,708694,1,1,410,121,C3,Aprobado,1000,4,4,8000.00,1998-10-19,0,1,"2022-08-30 18:50:32","2022-08-30 18:50:39"
769323,1,011,701998,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:50:17","2022-08-30 18:50:21"
769322,0,017,708692,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:49:59","2022-08-30 18:50:06"
769321,1,017,708690,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,"2022-08-30 18:49:55","2022-08-30 18:53:42"
769320,0,014,708689,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:49:48","2022-08-30 18:49:55"
769319,0,020,708685,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:48:32","2022-08-30 18:48:39"
769318,0,011,708684,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:48:25","2022-08-30 18:48:32"
769317,1,011,708681,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:47:52","2022-08-30 18:47:57"
769316,0,011,708680,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:47:08","2022-08-30 18:47:16"
769315,0,011,708679,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:47:07","2022-08-30 18:47:14"
769314,1,014,708678,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:47:06","2022-08-30 18:47:13"
769313,0,072,708677,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:47:02","2022-08-30 18:47:10"
769312,1,011,708676,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:46:59","2022-08-30 18:47:07"
769311,1,072,708675,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:46:59","2022-08-30 18:47:07"
769310,0,011,708674,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,"2022-08-30 18:46:27","2022-08-30 18:48:50"
769309,0,285,708671,1,4,643.75,1,C3,Aprobado,107,4,4,20000.00,1968-01-15,0,1,"2022-08-30 18:45:04","2022-08-30 18:45:13"
769308,0,011,619531,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:44:31","2022-08-30 18:44:35"
769307,1,014,708669,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:44:28","2022-08-30 18:44:35"
769306,0,011,708668,1,3,511.25,1,B,Aprobado,107,4,4,26000.00,1987-12-15,0,1,"2022-08-30 18:44:11","2022-08-30 18:44:20"
769305,0,011,708667,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,"2022-08-30 18:44:07","2022-08-30 18:45:29"
769304,0,011,708666,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:44:01","2022-08-30 18:44:08"
769303,1,011,708665,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:44:00","2022-08-30 18:44:07"
769302,0,011,708664,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:43:11","2022-08-30 18:43:19"
769301,0,072,708662,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:43:01","2022-08-30 18:43:08"
769300,1,014,708661,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:42:40","2022-08-30 18:42:46"
769299,0,097,708660,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:42:13","2022-08-30 18:42:20"
769298,0,083,708659,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:42:11","2022-08-30 18:42:18"
769297,0,034,708658,1,1,462.5,41,C3,Aprobado,1000,4,4,5000.00,2002-08-07,0,1,"2022-08-30 18:42:11","2022-08-30 18:42:18"
769296,1,015,708656,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,"2022-08-30 18:41:56","2022-08-30 18:44:15"
769295,1,007,708654,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:41:35","2022-08-30 18:41:43"
769294,1,072,708652,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:41:26","2022-08-30 18:41:32"
769293,1,011,708651,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:41:17","2022-08-30 18:41:23"
769292,1,020,708650,1,1,611.25,395,D2,Aprobado,107,4,4,10000.00,1949-03-04,0,1,"2022-08-30 18:41:10","2022-08-30 18:41:18"
769291,0,011,708649,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:41:10","2022-08-30 18:41:17"
769290,1,072,708648,1,5,431.25,1,C1,Aprobado,107,4,4,18000.00,1987-07-14,0,1,"2022-08-30 18:41:03","2022-08-30 18:41:10"
769289,0,034,708647,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:40:28","2022-08-30 18:40:36"
769288,1,011,708646,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:40:05","2022-08-30 18:40:11"
769287,0,072,708645,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,"2022-08-30 18:39:55","2022-08-30 19:09:33"
769286,1,011,708643,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:39:40","2022-08-30 18:39:47"
769285,1,017,708641,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:39:20","2022-08-30 18:39:26"
769284,1,011,708639,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:38:52","2022-08-30 18:38:59"
769283,1,011,708615,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:38:08","2022-08-30 18:38:12"
769282,1,007,708638,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:38:04","2022-08-30 18:38:12"
769281,1,072,708637,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:37:48","2022-08-30 18:37:56"
769280,1,285,708636,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:37:38","2022-08-30 18:37:45"
769279,0,011,708635,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:37:25","2022-08-30 18:37:32"
769278,1,007,708634,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:36:56","2022-08-30 18:37:03"
769277,0,285,708633,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:36:49","2022-08-30 18:36:57"
769276,0,011,708632,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:36:34","2022-08-30 18:36:40"
769275,1,007,708630,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:36:14","2022-08-30 18:36:22"
769274,0,034,708628,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:35:57","2022-08-30 18:36:05"
769273,1,011,708627,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2022-08-30 18:35:13","2022-08-30 18:35:19"
