id,gender,entity_code,person_query_id,approved,current_situation,score_risk,score_nosis,socioeconomic_level,cda,rate,term,min_term,max_amount,birthday,informed,tries,created_at,updated_at
981010,0,011,1020508,1,4,421.25,1,C3,Aprobado,107,4,4,9000.00,1972-08-22,0,1,"2022-12-15 15:36:24","2022-12-15 15:36:29"
981008,0,011,1020505,1,1,593.75,250,C2,Aprobado,1000,4,4,19000.00,1986-07-01,0,1,"2022-12-15 15:35:26","2022-12-15 15:35:32"
980998,1,014,1020480,1,2,433.75,1,C2,Aprobado,1000,4,4,13000.00,1993-05-19,0,1,"2022-12-15 15:27:44","2022-12-15 15:27:48"
980991,1,011,1020461,1,1,453.75,154,C3,Aprobado,1000,4,4,9000.00,1990-11-13,0,1,"2022-12-15 15:23:23","2022-12-15 15:23:29"
980981,0,386,1020451,1,5,462.5,1,C1,Aprobado,107,4,4,19000.00,1982-12-02,0,1,"2022-12-15 15:19:50","2022-12-15 15:19:56"
980980,1,285,1020450,1,1,517.5,15,D2,Aprobado,107,4,4,6000.00,1998-06-13,0,1,"2022-12-15 15:19:48","2022-12-15 15:19:53"
980975,0,011,1020440,1,2,440,1,C2,Aprobado,1000,4,4,13000.00,1975-03-30,0,1,"2022-12-15 15:17:20","2022-12-15 15:17:25"
980969,0,191,1020430,1,1,457.5,208,C3,Aprobado,1000,4,4,9000.00,1989-05-31,0,1,"2022-12-15 15:14:22","2022-12-15 15:14:28"
980964,1,017,1020420,1,5,403.75,1,C2,Aprobado,107,4,4,13000.00,1975-09-08,0,1,"2022-12-15 15:12:49","2022-12-15 15:12:54"
980962,1,017,1020413,1,1,463.75,129,C1,Aprobado,1000,4,4,19000.00,1994-07-16,0,1,"2022-12-15 15:10:14","2022-12-15 15:10:19"
980960,0,014,1020411,1,1,540,133,D2,Aprobado,107,4,4,6000.00,1991-07-23,0,1,"2022-12-15 15:09:43","2022-12-15 15:09:49"
980957,1,191,1020404,1,1,412.5,1,C3,Aprobado,1000,4,4,9000.00,1989-05-28,0,1,"2022-12-15 15:08:59","2022-12-15 15:09:04"
980934,0,020,1020367,1,1,678.75,294,D1,Aprobado,107,4,4,14000.00,1944-02-10,0,1,"2022-12-15 15:02:56","2022-12-15 15:03:05"
980922,0,044,874167,1,1,477.5,65,C2,Aprobado,1000,4,4,13000.00,1984-09-08,0,1,"2022-12-15 14:58:45","2022-12-15 14:58:47"
980904,0,191,1020326,1,5,417.5,1,C2,Aprobado,107,4,4,13000.00,1984-02-29,0,1,"2022-12-15 14:49:59","2022-12-15 14:50:05"
980888,0,014,1020310,1,2,627.5,258,C1,Aprobado,1000,4,4,32000.00,1975-04-11,0,1,"2022-12-15 14:45:26","2022-12-15 14:45:33"
980882,0,150,1020169,1,4,410,1,C3,Aprobado,107,4,4,5000.00,1997-09-11,0,2,"2022-12-15 14:41:38","2022-12-15 15:16:27"
980881,1,386,1020297,1,1,471.25,22,C2,Aprobado,1000,4,4,13000.00,1989-12-15,0,1,"2022-12-15 14:41:32","2022-12-15 14:41:38"
980875,1,007,1020280,1,1,512.5,126,C2,Aprobado,1000,4,4,19000.00,1990-02-16,0,1,"2022-12-15 14:37:14","2022-12-15 14:37:20"
980872,0,011,1020277,1,1,606.25,442,C2,Aprobado,1000,4,4,25000.00,1965-05-03,0,1,"2022-12-15 14:35:14","2022-12-15 14:35:21"
980871,1,011,1020274,1,1,485,214,C3,Aprobado,1000,4,4,9000.00,1975-03-06,0,1,"2022-12-15 14:34:54","2022-12-15 14:35:01"
980869,0,072,1020268,1,5,507.5,1,C1,Aprobado,107,4,4,25000.00,1979-08-21,0,1,"2022-12-15 14:34:11","2022-12-15 14:34:18"
980868,0,014,1020267,1,1,511.25,1,C3,Aprobado,1000,4,4,15000.00,1999-10-17,0,1,"2022-12-15 14:33:20","2022-12-15 14:33:25"
980854,0,007,1020254,1,1,467.5,313,D1,Aprobado,107,4,4,6000.00,1963-10-22,0,1,"2022-12-15 14:30:30","2022-12-15 14:30:37"
980846,0,027,1003519,1,5,508.75,1,C2,Aprobado,107,4,4,19000.00,1958-05-24,0,1,"2022-12-15 14:27:51","2022-12-15 14:27:54"
980842,0,011,1020240,1,1,528.75,617,D1,Aprobado,107,4,4,9000.00,1948-02-03,0,1,"2022-12-15 14:27:12","2022-12-15 14:27:18"
980840,0,011,1020235,1,1,436.25,462,D2,Aprobado,107,4,4,6000.00,1974-08-24,0,1,"2022-12-15 14:26:10","2022-12-15 14:26:16"
980828,0,386,1020218,1,1,541.25,131,C2,Aprobado,1000,4,4,19000.00,1973-03-25,0,1,"2022-12-15 14:21:35","2022-12-15 14:21:42"
980818,1,285,1020204,1,5,631.25,1,C2,Aprobado,107,4,4,25000.00,1983-11-25,0,1,"2022-12-15 14:18:14","2022-12-15 14:18:20"
980805,1,191,1020179,1,1,433.75,1,C2,Aprobado,1000,4,4,13000.00,1985-02-10,0,1,"2022-12-15 14:13:48","2022-12-15 14:13:56"
980797,1,150,1020169,1,4,410,1,C3,Aprobado,107,4,4,5000.00,1997-09-11,0,1,"2022-12-15 14:11:57","2022-12-15 14:12:03"
980782,0,014,848761,1,1,662.5,182,C3,Aprobado,1000,4,4,21000.00,1970-02-14,0,1,"2022-12-15 14:00:31","2022-12-15 14:00:34"
980774,1,011,1020123,1,1,495,429,C2,Aprobado,1000,4,4,13000.00,1977-05-08,0,1,"2022-12-15 13:56:57","2022-12-15 13:57:03"
980760,0,386,1020096,1,5,432.5,1,C2,Aprobado,107,4,4,13000.00,1984-07-21,0,1,"2022-12-15 13:51:56","2022-12-15 13:52:02"
980752,1,027,1020079,1,5,475,1,C3,Aprobado,107,4,4,9000.00,1965-10-29,0,1,"2022-12-15 13:46:32","2022-12-15 13:46:38"
980728,1,191,1020046,1,1,521.25,93,C2,Aprobado,1000,4,4,19000.00,1962-09-19,0,1,"2022-12-15 13:39:16","2022-12-15 13:39:22"
980727,0,072,1020041,1,2,460,103,C1,Aprobado,1000,4,4,19000.00,1988-12-13,0,1,"2022-12-15 13:38:26","2022-12-15 13:38:31"
980721,1,285,925174,1,2,591.25,441,C1,Aprobado,1000,4,4,25000.00,1986-10-08,0,1,"2022-12-15 13:37:43","2022-12-15 13:37:45"
980715,1,072,1020022,1,1,421.25,1,C3,Aprobado,1000,4,4,9000.00,1986-07-15,0,1,"2022-12-15 13:35:52","2022-12-15 13:36:01"
980706,1,011,1002059,1,5,415,1,C2,Aprobado,107,4,4,13000.00,1988-05-11,0,1,"2022-12-15 13:29:59","2022-12-15 13:30:02"
980688,1,020,1019985,1,1,648.75,232,C2,Aprobado,1000,4,4,25000.00,1991-09-26,0,1,"2022-12-15 13:25:40","2022-12-15 13:25:46"
980685,1,027,1019980,1,5,433.75,1,D1,Aprobado,107,4,4,6000.00,1986-04-17,0,1,"2022-12-15 13:24:35","2022-12-15 13:24:41"
980679,1,072,1019966,1,1,445,242,C3,Aprobado,1000,4,4,9000.00,1996-05-22,0,1,"2022-12-15 13:21:40","2022-12-15 13:21:45"
980676,1,011,1019959,1,1,496.25,1,C2,Aprobado,1000,4,4,13000.00,1980-03-14,0,1,"2022-12-15 13:18:00","2022-12-15 13:18:06"
980673,0,044,1019953,1,4,403.75,1,C2,Aprobado,107,4,4,13000.00,1978-05-01,0,1,"2022-12-15 13:17:05","2022-12-15 13:17:11"
980668,0,386,1019947,1,1,412.5,1,C2,Aprobado,1000,4,4,13000.00,1977-05-25,0,1,"2022-12-15 13:15:17","2022-12-15 13:15:23"
980654,1,014,1019926,1,2,498.75,1,C2,Aprobado,1000,4,4,13000.00,1992-05-17,0,1,"2022-12-15 13:10:57","2022-12-15 13:11:03"
980652,0,014,1019922,1,4,597.5,360,C2,Aprobado,107,4,4,19000.00,1986-03-20,0,1,"2022-12-15 13:10:46","2022-12-15 13:10:53"
980639,0,014,905112,1,1,532.5,540,C3,Aprobado,1000,4,4,15000.00,1976-05-19,0,1,"2022-12-15 13:01:16","2022-12-15 13:01:19"
980620,0,034,1019862,1,1,503.75,197,C2,Aprobado,1000,4,4,5000.00,1996-08-08,0,1,"2022-12-15 12:54:39","2022-12-15 12:54:45"
980616,1,014,1019855,1,5,443.75,1,C3,Aprobado,107,4,4,9000.00,1998-11-09,0,1,"2022-12-15 12:51:28","2022-12-15 12:51:34"
980599,0,072,1019835,1,5,471.25,1,C2,Aprobado,107,4,4,13000.00,1991-06-24,0,1,"2022-12-15 12:47:39","2022-12-15 12:47:45"
980597,1,014,1019833,1,5,463.75,1,C3,Aprobado,107,4,4,9000.00,1980-10-26,0,1,"2022-12-15 12:46:55","2022-12-15 12:47:01"
980594,0,191,1019831,1,1,541.25,11,C3,Aprobado,1000,4,4,15000.00,1975-03-24,0,1,"2022-12-15 12:46:20","2022-12-15 12:46:26"
980592,0,044,1019830,1,5,425,1,C3,Aprobado,107,4,4,9000.00,1983-04-19,0,1,"2022-12-15 12:45:49","2022-12-15 12:45:55"
980590,1,017,1019828,1,21,410,1,C2,Aprobado,1000,4,4,13000.00,1979-03-01,0,1,"2022-12-15 12:43:58","2022-12-15 12:44:10"
980589,1,011,1019826,1,1,400,1,C3,Aprobado,1000,4,4,9000.00,1995-09-20,0,1,"2022-12-15 12:43:22","2022-12-15 12:43:27"
980585,1,191,1019814,1,1,478.75,1,C2,Aprobado,1000,4,4,13000.00,1963-09-30,0,1,"2022-12-15 12:40:03","2022-12-15 12:40:09"
980584,0,191,868951,1,1,448.75,1,C3,Aprobado,1000,4,4,9000.00,1972-04-04,0,1,"2022-12-15 12:39:50","2022-12-15 12:39:53"
980556,1,045,1019766,1,1,416.25,12,C3,Aprobado,1000,4,4,9000.00,1984-01-15,0,1,"2022-12-15 12:29:07","2022-12-15 12:29:12"
980555,1,011,1019765,1,4,402.5,1,C1,Aprobado,107,4,4,19000.00,1999-02-25,0,1,"2022-12-15 12:28:34","2022-12-15 12:28:40"
980548,0,011,1019755,1,1,465,186,C3,Aprobado,1000,4,4,9000.00,1984-06-30,0,1,"2022-12-15 12:25:25","2022-12-15 12:25:30"
980536,1,150,1019701,1,5,440,1,C2,Aprobado,107,4,4,5000.00,1995-01-28,0,1,"2022-12-15 12:17:23","2022-12-15 12:17:25"
980520,0,097,1019702,1,4,495,1,C1,Aprobado,107,4,4,19000.00,1979-11-19,0,1,"2022-12-15 12:10:31","2022-12-15 12:10:38"
980519,1,150,1019701,1,5,440,1,C2,Aprobado,107,4,4,5000.00,1995-01-28,0,1,"2022-12-15 12:10:17","2022-12-15 12:10:26"
980473,1,191,1019614,1,2,436.25,1,C2,Aprobado,1000,4,4,13000.00,1973-05-22,0,1,"2022-12-15 11:43:32","2022-12-15 11:43:38"
980472,1,017,849659,1,5,408.75,1,C1,Aprobado,107,4,4,19000.00,1976-01-02,0,1,"2022-12-15 11:42:49","2022-12-15 11:42:51"
980469,1,072,1019608,1,5,501.25,1,C1,Aprobado,107,4,4,25000.00,1958-11-13,0,1,"2022-12-15 11:42:03","2022-12-15 11:42:09"
980466,0,011,1019607,1,5,475,1,C2,Aprobado,107,4,4,13000.00,1966-08-31,0,1,"2022-12-15 11:41:32","2022-12-15 11:41:39"
980464,0,014,1019605,1,1,652.5,23,C1,Aprobado,1000,4,4,32000.00,1978-04-14,0,1,"2022-12-15 11:40:52","2022-12-15 11:40:59"
980438,1,072,1019568,1,1,446.25,1,C3,Aprobado,1000,4,4,9000.00,1983-02-21,0,1,"2022-12-15 11:30:55","2022-12-15 11:31:00"
980433,1,285,1019559,1,3,616.25,118,C3,Aprobado,107,4,4,21000.00,1979-11-23,0,1,"2022-12-15 11:27:21","2022-12-15 11:27:27"
980427,0,072,1019551,1,1,551.25,394,C1,Aprobado,1000,4,4,25000.00,1982-04-05,0,1,"2022-12-15 11:25:47","2022-12-15 11:25:54"
980425,1,285,1019549,1,1,547.5,216,D2,Aprobado,107,4,4,6000.00,1989-05-30,0,1,"2022-12-15 11:25:32","2022-12-15 11:25:38"
980424,0,086,1019548,1,1,441.25,1,C2,Aprobado,1000,4,4,13000.00,1995-04-13,0,1,"2022-12-15 11:25:14","2022-12-15 11:25:21"
980423,1,191,1019547,1,4,473.75,1,C1,Aprobado,107,4,4,19000.00,1979-12-07,0,1,"2022-12-15 11:24:51","2022-12-15 11:24:57"
980416,0,072,1019529,1,1,521.25,1,C2,Aprobado,1000,4,4,19000.00,1982-07-05,0,1,"2022-12-15 11:20:51","2022-12-15 11:20:58"
980413,0,007,1019525,1,1,438.75,216,D1,Aprobado,107,4,4,6000.00,1979-11-12,0,1,"2022-12-15 11:20:37","2022-12-15 11:20:43"
980383,0,017,1019473,1,1,461.25,193,C3,Aprobado,1000,4,4,9000.00,1985-07-22,0,1,"2022-12-15 11:07:38","2022-12-15 11:07:44"
980381,0,097,1019470,1,1,545,1,C1,Aprobado,1000,4,4,25000.00,1989-12-27,1,1,"2022-12-15 11:06:48","2022-12-15 11:20:34"
980374,0,191,1019456,1,1,482.5,75,C3,Aprobado,1000,4,4,9000.00,1975-11-28,0,1,"2022-12-15 11:02:58","2022-12-15 11:03:04"
980363,0,027,1019440,1,4,498.75,1,D1,Aprobado,107,4,4,6000.00,1951-09-18,0,1,"2022-12-15 10:59:33","2022-12-15 10:59:38"
980361,1,011,1019438,1,1,450,1,C2,Aprobado,1000,4,4,13000.00,1981-03-11,0,1,"2022-12-15 10:59:18","2022-12-15 10:59:23"
980354,1,285,1019430,1,4,491.25,1,C3,Aprobado,107,4,4,9000.00,1991-11-14,0,1,"2022-12-15 10:56:53","2022-12-15 10:56:59"
980352,0,015,1019426,1,1,463.75,1,D1,Aprobado,107,4,4,5000.00,1975-02-15,0,1,"2022-12-15 10:55:39","2022-12-15 10:55:45"
980349,1,020,1019391,1,1,623.75,41,C3,Aprobado,1000,4,4,21000.00,1996-01-10,0,1,"2022-12-15 10:54:09","2022-12-15 10:54:11"
980340,0,285,1019410,1,5,573.75,1,C2,Aprobado,107,4,4,19000.00,1978-07-23,0,1,"2022-12-15 10:49:30","2022-12-15 10:49:36"
980334,0,014,1019399,1,1,587.5,209,C2,Aprobado,1000,4,4,19000.00,1994-02-27,0,1,"2022-12-15 10:43:31","2022-12-15 10:43:37"
980328,0,017,942292,1,1,467.5,44,D1,Aprobado,107,4,4,6000.00,1954-01-23,0,1,"2022-12-15 10:39:56","2022-12-15 10:39:59"
980325,0,014,1019383,1,1,607.5,212,D1,Aprobado,107,4,4,14000.00,1947-02-09,0,1,"2022-12-15 10:37:49","2022-12-15 10:37:54"
980318,0,143,894183,1,4,432.5,1,C3,Aprobado,107,4,4,9000.00,1985-09-10,0,1,"2022-12-15 10:34:34","2022-12-15 10:34:41"
980311,1,014,1019359,1,4,493.75,1,C2,Aprobado,107,4,4,13000.00,1980-05-29,0,1,"2022-12-15 10:28:33","2022-12-15 10:28:38"
980310,0,191,1019358,1,1,416.25,255,D1,Aprobado,107,4,4,6000.00,1998-03-05,0,1,"2022-12-15 10:27:34","2022-12-15 10:27:39"
980309,0,072,1019357,1,1,585,240,C1,Aprobado,1000,4,4,25000.00,1982-10-23,0,1,"2022-12-15 10:26:55","2022-12-15 10:27:02"
980305,1,027,1019354,1,5,493.75,1,B,Aprobado,107,4,4,21000.00,1994-01-20,0,1,"2022-12-15 10:25:19","2022-12-15 10:25:25"
980295,0,191,1019340,1,1,486.25,109,D1,Aprobado,107,4,4,6000.00,1985-01-30,0,1,"2022-12-15 10:17:34","2022-12-15 10:17:39"
980289,0,191,1019329,1,1,537.5,362,C2,Aprobado,1000,4,4,19000.00,1978-12-05,0,1,"2022-12-15 10:14:50","2022-12-15 10:14:56"
980277,1,007,1019312,1,5,433.75,1,C1,Aprobado,107,4,4,19000.00,1983-02-28,0,1,"2022-12-15 10:07:36","2022-12-15 10:07:42"
980275,1,014,1019308,1,2,632.5,30,B,Aprobado,1000,4,4,34000.00,1976-02-05,0,1,"2022-12-15 10:06:20","2022-12-15 10:06:25"
980274,0,014,943261,1,1,468.75,1,D1,Aprobado,107,4,4,6000.00,1985-12-28,0,1,"2022-12-15 10:05:27","2022-12-15 10:05:30"
980263,1,017,1019293,1,1,437.5,164,C3,Aprobado,1000,4,4,9000.00,1996-10-03,0,1,"2022-12-15 09:56:54","2022-12-15 09:56:58"
980259,1,072,1019288,1,5,401.25,1,C2,Aprobado,107,4,4,13000.00,1985-07-20,0,1,"2022-12-15 09:55:49","2022-12-15 09:55:55"
980237,0,044,1019252,1,5,432.5,1,C2,Aprobado,107,4,4,13000.00,1977-04-29,0,1,"2022-12-15 09:40:30","2022-12-15 09:40:36"
980217,0,017,1019211,1,5,465,1,C1,Aprobado,107,4,4,19000.00,1991-01-10,0,1,"2022-12-15 09:22:27","2022-12-15 09:22:32"
980211,0,191,1019204,1,5,462.5,1,C2,Observado,107,4,4,13000.00,1983-09-16,0,1,"2022-12-15 09:16:39","2022-12-15 09:16:45"
980210,1,386,1019202,1,1,462.5,1,C2,Aprobado,1000,4,4,13000.00,1979-02-15,0,1,"2022-12-15 09:15:34","2022-12-15 09:15:41"
980207,0,011,1019200,1,5,468.75,316,C2,Aprobado,107,4,4,13000.00,1977-08-27,0,1,"2022-12-15 09:14:31","2022-12-15 09:14:38"
980203,0,014,1019187,1,1,552.5,338,C3,Aprobado,1000,4,4,15000.00,2001-03-25,0,1,"2022-12-15 09:08:22","2022-12-15 09:08:26"
980195,1,011,1019174,1,1,490,346,C2,Aprobado,1000,4,4,13000.00,1986-03-16,0,1,"2022-12-15 09:03:24","2022-12-15 09:03:30"
980183,1,011,1019160,1,1,430,1,C3,Aprobado,1000,4,4,9000.00,1962-10-17,0,1,"2022-12-15 08:59:21","2022-12-15 08:59:26"
980174,0,150,1019152,1,5,561.25,1,C1,Aprobado,107,4,4,5000.00,1960-03-05,0,1,"2022-12-15 08:56:23","2022-12-15 08:56:30"
980164,1,017,897189,1,1,502.5,80,D1,Aprobado,107,4,4,9000.00,1972-03-28,0,1,"2022-12-15 08:48:50","2022-12-15 08:48:52"
980163,0,143,1019140,1,4,433.75,1,C3,Aprobado,107,4,4,9000.00,1968-03-20,0,1,"2022-12-15 08:48:31","2022-12-15 08:48:37"
980160,0,011,1019137,1,5,400,1,D1,Aprobado,107,4,4,6000.00,1985-06-24,0,1,"2022-12-15 08:47:19","2022-12-15 08:47:26"
980150,1,072,1019125,1,3,401.25,1,C1,Aprobado,107,4,4,19000.00,1973-06-16,0,1,"2022-12-15 08:40:35","2022-12-15 08:40:40"
980148,1,015,1019124,1,1,597.5,607,B,Aprobado,1000,4,4,5000.00,1981-07-04,0,1,"2022-12-15 08:38:47","2022-12-15 08:38:52"
980144,1,007,1019117,1,1,468.75,1,C1,Aprobado,1000,4,4,19000.00,1978-02-07,0,1,"2022-12-15 08:36:27","2022-12-15 08:36:33"
980139,0,072,851245,1,1,546.25,57,C2,Aprobado,1000,4,4,19000.00,1976-01-01,0,1,"2022-12-15 08:32:14","2022-12-15 08:32:16"
980130,0,386,1019097,1,1,511.25,79,C3,Aprobado,1000,4,4,15000.00,1984-01-05,0,1,"2022-12-15 08:23:26","2022-12-15 08:23:31"
980128,0,268,1019094,1,1,501.25,371,C2,Aprobado,1000,4,4,19000.00,1986-11-30,0,1,"2022-12-15 08:22:17","2022-12-15 08:22:25"
980122,1,014,1019080,1,4,513.75,1,C2,Aprobado,107,4,4,19000.00,1968-07-18,0,1,"2022-12-15 08:11:46","2022-12-15 08:11:52"
980115,1,386,1019069,1,1,481.25,36,C1,Aprobado,1000,4,4,19000.00,1968-06-23,0,1,"2022-12-15 08:06:25","2022-12-15 08:06:32"
980105,0,285,1019044,1,1,681.25,245,C2,Aprobado,1000,4,4,25000.00,1985-09-19,0,1,"2022-12-15 07:52:33","2022-12-15 07:52:39"
980102,1,007,1019041,1,4,425,1,C1,Aprobado,107,4,4,19000.00,1974-01-22,0,1,"2022-12-15 07:51:19","2022-12-15 07:51:25"
980092,1,072,1019022,1,1,610,35,C1,Aprobado,1000,4,4,32000.00,1971-06-09,0,1,"2022-12-15 07:38:17","2022-12-15 07:38:23"
980089,0,044,1019015,1,1,512.5,84,C2,Aprobado,1000,4,4,19000.00,1982-08-12,0,1,"2022-12-15 07:33:15","2022-12-15 07:33:21"
980080,1,007,1019000,1,5,428.75,1,C2,Aprobado,107,4,4,13000.00,1980-08-15,0,1,"2022-12-15 07:24:44","2022-12-15 07:24:50"
980072,0,011,1018991,1,5,405,1,C1,Aprobado,107,4,4,19000.00,1980-06-17,0,1,"2022-12-15 07:16:34","2022-12-15 07:16:40"
980068,1,011,1018986,1,1,548.75,310,C2,Aprobado,1000,4,4,19000.00,1991-06-21,0,1,"2022-12-15 07:14:47","2022-12-15 07:14:52"
980066,1,072,1018983,1,1,451.25,1,C2,Aprobado,1000,4,4,13000.00,1991-01-08,0,1,"2022-12-15 07:11:25","2022-12-15 07:11:30"
980060,0,044,1018973,1,1,561.25,252,C2,Aprobado,1000,4,4,19000.00,1977-12-05,0,1,"2022-12-15 07:00:17","2022-12-15 07:00:24"
980058,0,017,1018970,1,1,467.5,185,C3,Aprobado,1000,4,4,9000.00,1997-09-24,0,1,"2022-12-15 06:57:23","2022-12-15 06:57:28"
980057,0,191,1018969,1,21,407.5,1,C3,Aprobado,1000,4,4,9000.00,1972-01-23,0,1,"2022-12-15 06:55:47","2022-12-15 06:55:53"
980055,1,034,1018966,1,1,557.5,338,C2,Aprobado,1000,4,4,5000.00,1957-04-24,0,1,"2022-12-15 06:54:40","2022-12-15 06:54:45"
980051,0,011,1018956,1,1,495,349,D1,Aprobado,107,4,4,6000.00,1949-08-20,0,1,"2022-12-15 06:50:35","2022-12-15 06:50:41"
980045,0,097,1018947,1,1,513.75,252,C3,Aprobado,1000,4,4,15000.00,1971-11-02,1,1,"2022-12-15 06:40:59","2022-12-15 09:42:54"
980036,0,191,1018930,1,5,428.75,1,C2,Aprobado,107,4,4,13000.00,1980-03-30,1,1,"2022-12-15 06:23:27","2022-12-15 09:41:25"
980030,1,014,1018919,1,5,433.75,1,C3,Aprobado,107,4,4,9000.00,1963-10-19,0,1,"2022-12-15 06:16:35","2022-12-15 06:16:41"
980029,1,072,909888,1,1,456.25,1,C2,Aprobado,1000,4,4,13000.00,1992-08-03,0,1,"2022-12-15 06:15:34","2022-12-15 06:15:36"
980023,1,007,1018908,1,2,403.75,1,C2,Aprobado,1000,4,4,13000.00,1977-04-29,0,1,"2022-12-15 06:03:20","2022-12-15 06:03:25"
980018,1,014,1018903,1,5,493.75,1,C2,Aprobado,107,4,4,13000.00,1988-10-05,0,1,"2022-12-15 05:50:27","2022-12-15 05:50:33"
980017,1,007,933684,1,5,428.75,1,C2,Aprobado,107,4,4,13000.00,1989-06-22,0,1,"2022-12-15 05:49:15","2022-12-15 05:49:17"
980016,0,014,1018901,1,1,642.5,627,C3,Aprobado,1000,4,4,21000.00,1972-05-24,0,1,"2022-12-15 05:47:12","2022-12-15 05:47:17"
980012,1,191,1018897,1,1,556.25,38,C1,Aprobado,1000,4,4,25000.00,1990-03-08,0,1,"2022-12-15 05:42:43","2022-12-15 05:42:50"
980011,1,014,1018896,1,5,493.75,1,C2,Aprobado,107,4,4,13000.00,1987-09-21,0,1,"2022-12-15 05:42:08","2022-12-15 05:42:14"
980000,1,285,1018881,1,4,541.25,1,C1,Aprobado,107,4,4,25000.00,1975-02-19,0,1,"2022-12-15 05:17:09","2022-12-15 05:17:15"
979995,1,150,1018873,1,1,417.5,36,D2,Aprobado,107,4,4,5000.00,1991-11-12,0,1,"2022-12-15 05:07:49","2022-12-15 05:07:54"
979959,1,034,1018830,1,1,492.5,338,C2,Aprobado,1000,4,4,5000.00,1993-06-12,0,1,"2022-12-15 03:50:52","2022-12-15 03:50:58"
979956,1,072,1018827,1,1,510,174,C2,Aprobado,1000,4,4,19000.00,1974-09-13,1,1,"2022-12-15 03:45:04","2022-12-15 09:37:50"
979952,1,143,1018822,1,1,471.25,394,C1,Aprobado,1000,4,4,19000.00,1997-04-29,0,1,"2022-12-15 03:33:39","2022-12-15 03:33:44"
979936,1,027,1018801,1,3,420,1,C2,Aprobado,107,4,4,13000.00,1974-08-28,0,1,"2022-12-15 03:09:29","2022-12-15 03:09:34"
979900,0,007,1018751,1,1,427.5,15,D1,Aprobado,107,4,4,6000.00,1998-08-26,0,1,"2022-12-15 02:13:25","2022-12-15 02:13:31"
979894,1,072,1018743,1,1,485,46,C2,Aprobado,1000,4,4,13000.00,1988-09-20,1,1,"2022-12-15 02:03:40","2022-12-15 09:36:20"
979890,1,014,1018740,1,1,463.75,1,C3,Aprobado,1000,4,4,9000.00,2000-10-24,0,1,"2022-12-15 02:01:37","2022-12-15 02:01:41"
979889,1,014,1018739,1,5,572.5,56,C2,Aprobado,107,4,4,19000.00,1962-11-10,0,1,"2022-12-15 02:01:27","2022-12-15 02:01:33"
979880,0,011,1018727,1,1,478.75,312,D1,Aprobado,107,4,4,6000.00,1969-01-12,0,1,"2022-12-15 01:50:29","2022-12-15 01:50:36"
979871,0,389,1018711,1,1,482.5,207,C3,Aprobado,1000,4,4,9000.00,1978-10-31,0,1,"2022-12-15 01:35:46","2022-12-15 01:35:52"
979861,1,017,1018697,1,1,462.5,142,C3,Aprobado,1000,4,4,9000.00,1992-12-03,0,1,"2022-12-15 01:28:45","2022-12-15 01:28:50"
